zone,inclination,orientation,irradiance
11,59,10,850
11,59,15,846
11,59,20,841
11,59,25,833
11,59,30,825
11,59,35,814
11,59,40,802
11,59,45,789
11,59,50,775
11,59,55,759
11,59,60,743
11,59,65,725
11,59,70,707
11,59,75,687
11,59,80,668
11,59,85,648
11,59,90,627
11,59,95,606
11,59,100,585
11,59,105,564
11,59,110,544
11,59,115,523
11,59,120,503
11,59,125,483
11,59,130,464
11,59,135,446
11,59,140,429
11,59,145,412
11,59,150,397
11,59,155,383
11,59,160,370
11,59,165,361
11,59,170,354
11,59,175,350
11,60,0,849
11,60,5,848
11,60,10,846
11,60,15,842
11,60,20,836
11,60,25,829
11,60,30,821
11,60,35,810
11,60,40,798
11,60,45,785
11,60,50,770
11,60,55,755
11,60,60,738
11,60,65,720
11,60,70,702
11,60,75,683
11,60,80,663
11,60,85,643
11,60,90,622
11,60,95,602
11,60,100,581
11,60,105,560
11,60,110,539
11,60,115,518
11,60,120,498
11,60,125,478
11,60,130,459
11,60,135,441
11,60,140,424
11,60,145,407
11,60,150,392
11,60,155,378
11,60,160,365
11,60,165,356
11,60,170,348
11,60,175,344
11,61,0,845
11,61,5,844
11,61,10,842
11,61,15,838
11,61,20,832
11,61,25,825
11,61,30,816
11,61,35,806
11,61,40,794
11,61,45,781
11,61,50,766
11,61,55,750
11,61,60,734
11,61,65,716
11,61,70,697
11,61,75,678
11,61,80,659
11,61,85,638
11,61,90,618
11,61,95,597
11,61,100,576
11,61,105,555
11,61,110,534
11,61,115,513
11,61,120,493
11,61,125,473
11,61,130,454
11,61,135,436
11,61,140,419
11,61,145,402
11,61,150,387
11,61,155,373
11,61,160,361
11,61,165,350
11,61,170,343
11,61,175,339
11,62,0,840
11,62,5,840
11,62,10,837
11,62,15,833
11,62,20,828
11,62,25,820
11,62,30,812
11,62,35,801
11,62,40,790
11,62,45,776
11,62,50,762
11,62,55,746
11,62,60,729
11,62,65,711
11,62,70,693
11,62,75,673
11,62,80,654
11,62,85,633
11,62,90,613
11,62,95,592
11,62,100,571
11,62,105,550
11,62,110,529
11,62,115,508
11,62,120,488
11,62,125,468
11,62,130,449
11,62,135,431
11,62,140,414
11,62,145,397
11,62,150,382
11,62,155,368
11,62,160,356
11,62,165,346
11,62,170,338
11,62,175,334
11,63,0,836
11,63,5,835
11,63,10,833
11,63,15,829
11,63,20,823
11,63,25,816
11,63,30,807
11,63,35,797
11,63,40,785
11,63,45,772
11,63,50,757
11,63,55,741
11,63,60,724
11,63,65,706
11,63,70,688
11,63,75,669
11,63,80,649
11,63,85,628
11,63,90,608
11,63,95,587
11,63,100,566
11,63,105,545
11,63,110,524
11,63,115,503
11,63,120,483
11,63,125,463
11,63,130,444
11,63,135,426
11,63,140,409
11,63,145,392
11,63,150,377
11,63,155,363
11,63,160,351
11,63,165,341
11,63,170,334
11,63,175,329
11,64,0,831
11,64,5,830
11,64,10,828
11,64,15,824
11,64,20,818
11,64,25,811
11,64,30,802
11,64,35,792
11,64,40,780
11,64,45,766
11,64,50,751
11,64,55,736
11,64,60,719
11,64,65,701
11,64,70,683
11,64,75,664
11,64,80,644
11,64,85,623
11,64,90,603
11,64,95,582
11,64,100,561
11,64,105,539
11,64,110,519
11,64,115,498
11,64,120,478
11,64,125,458
11,64,130,439
11,64,135,421
11,64,140,404
11,64,145,387
11,64,150,372
11,64,155,358
11,64,160,346
11,64,165,336
11,64,170,329
11,64,175,324
11,65,0,826
11,65,5,825
11,65,10,822
11,65,15,818
11,65,20,813
11,65,25,806
11,65,30,797
11,65,35,787
11,65,40,775
11,65,45,761
11,65,50,746
11,65,55,731
11,65,60,714
11,65,65,696
11,65,70,678
11,65,75,658
11,65,80,639
11,65,85,618
11,65,90,597
11,65,95,577
11,65,100,555
11,65,105,534
11,65,110,513
11,65,115,493
11,65,120,472
11,65,125,453
11,65,130,434
11,65,135,416
11,65,140,399
11,65,145,382
11,65,150,367
11,65,155,353
11,65,160,341
11,65,165,332
11,65,170,324
11,65,175,320
11,66,0,820
11,66,5,820
11,66,10,817
11,66,15,813
11,66,20,808
11,66,25,801
11,66,30,792
11,66,35,781
11,66,40,769
11,66,45,756
11,66,50,741
11,66,55,726
11,66,60,709
11,66,65,691
11,66,70,672
11,66,75,653
11,66,80,633
11,66,85,613
11,66,90,592
11,66,95,571
11,66,100,550
11,66,105,529
11,66,110,508
11,66,115,487
11,66,120,467
11,66,125,448
11,66,130,429
11,66,135,411
11,66,140,393
11,66,145,377
11,66,150,362
11,66,155,348
11,66,160,336
11,66,165,327
11,66,170,319
11,66,175,315
11,67,0,815
11,67,5,814
11,67,10,812
11,67,15,808
11,67,20,802
11,67,25,795
11,67,30,786
11,67,35,776
11,67,40,764
11,67,45,751
11,67,50,736
11,67,55,720
11,67,60,703
11,67,65,686
11,67,70,667
11,67,75,648
11,67,80,628
11,67,85,608
11,67,90,587
11,67,95,566
11,67,100,545
11,67,105,524
11,67,110,503
11,67,115,482
11,67,120,462
11,67,125,442
11,67,130,424
11,67,135,406
11,67,140,388
11,67,145,372
11,67,150,357
11,67,155,344
11,67,160,332
11,67,165,322
11,67,170,315
11,67,175,310
11,68,0,809
11,68,5,808
11,68,10,806
11,68,15,802
11,68,20,797
11,68,25,790
11,68,30,781
11,68,35,770
11,68,40,758
11,68,45,745
11,68,50,731
11,68,55,715
11,68,60,698
11,68,65,680
11,68,70,662
11,68,75,642
11,68,80,623
11,68,85,602
11,68,90,581
11,68,95,561
11,68,100,539
11,68,105,518
11,68,110,498
11,68,115,477
11,68,120,457
11,68,125,437
11,68,130,418
11,68,135,400
11,68,140,383
11,68,145,367
11,68,150,352
11,68,155,339
11,68,160,327
11,68,165,317
11,68,170,310
11,68,175,306
11,69,0,803
11,69,5,803
11,69,10,800
11,69,15,796
11,69,20,791
11,69,25,784
11,69,30,775
11,69,35,765
11,69,40,753
11,69,45,739
11,69,50,725
11,69,55,709
11,69,60,693
11,69,65,675
11,69,70,656
11,69,75,637
11,69,80,617
11,69,85,597
11,69,90,576
11,69,95,555
11,69,100,534
11,69,105,513
11,69,110,492
11,69,115,472
11,69,120,452
11,69,125,432
11,69,130,413
11,69,135,396
11,69,140,378
11,69,145,362
11,69,150,348
11,69,155,334
11,69,160,322
11,69,165,313
11,69,170,306
11,69,175,301
11,70,0,797
11,70,5,797
11,70,10,794
11,70,15,790
11,70,20,785
11,70,25,778
11,70,30,769
11,70,35,759
11,70,40,747
11,70,45,734
11,70,50,719
11,70,55,703
11,70,60,686
11,70,65,669
11,70,70,650
11,70,75,631
11,70,80,611
11,70,85,591
11,70,90,570
11,70,95,549
11,70,100,529
11,70,105,508
11,70,110,487
11,70,115,466
11,70,120,446
11,70,125,427
11,70,130,408
11,70,135,390
11,70,140,373
11,70,145,357
11,70,150,343
11,70,155,329
11,70,160,318
11,70,165,308
11,70,170,301
11,70,175,297
11,71,0,791
11,71,5,790
11,71,10,788
11,71,15,784
11,71,20,779
11,71,25,772
11,71,30,763
11,71,35,753
11,71,40,741
11,71,45,728
11,71,50,713
11,71,55,697
11,71,60,680
11,71,65,663
11,71,70,645
11,71,75,625
11,71,80,606
11,71,85,585
11,71,90,565
11,71,95,544
11,71,100,523
11,71,105,502
11,71,110,481
11,71,115,461
11,71,120,441
11,71,125,422
11,71,130,403
11,71,135,385
11,71,140,368
11,71,145,353
11,71,150,338
11,71,155,325
11,71,160,313
11,71,165,304
11,71,170,296
11,71,175,292
11,72,0,785
11,72,5,784
11,72,10,782
11,72,15,778
11,72,20,772
11,72,25,765
11,72,30,757
11,72,35,747
11,72,40,735
11,72,45,722
11,72,50,707
11,72,55,691
11,72,60,674
11,72,65,657
11,72,70,638
11,72,75,620
11,72,80,600
11,72,85,580
11,72,90,559
11,72,95,538
11,72,100,517
11,72,105,497
11,72,110,476
11,72,115,455
11,72,120,436
11,72,125,416
11,72,130,398
11,72,135,380
11,72,140,364
11,72,145,347
11,72,150,333
11,72,155,320
11,72,160,308
11,72,165,299
11,72,170,292
11,72,175,288
11,73,0,778
11,73,5,777
11,73,10,775
11,73,15,771
11,73,20,766
11,73,25,759
11,73,30,750
11,73,35,740
11,73,40,728
11,73,45,715
11,73,50,701
11,73,55,685
11,73,60,669
11,73,65,651
11,73,70,633
11,73,75,613
11,73,80,594
11,73,85,574
11,73,90,553
11,73,95,533
11,73,100,512
11,73,105,491
11,73,110,470
11,73,115,450
11,73,120,430
11,73,125,411
11,73,130,393
11,73,135,375
11,73,140,358
11,73,145,343
11,73,150,328
11,73,155,315
11,73,160,304
11,73,165,295
11,73,170,288
11,73,175,283
11,74,0,772
11,74,5,770
11,74,10,768
11,74,15,765
11,74,20,759
11,74,25,752
11,74,30,744
11,74,35,734
11,74,40,722
11,74,45,709
11,74,50,694
11,74,55,679
11,74,60,662
11,74,65,645
11,74,70,627
11,74,75,607
11,74,80,588
11,74,85,568
11,74,90,547
11,74,95,527
11,74,100,506
11,74,105,485
11,74,110,465
11,74,115,445
11,74,120,425
11,74,125,406
11,74,130,387
11,74,135,370
11,74,140,353
11,74,145,338
11,74,150,323
11,74,155,311
11,74,160,299
11,74,165,290
11,74,170,284
11,74,175,279
11,75,0,765
11,75,5,764
11,75,10,761
11,75,15,758
11,75,20,752
11,75,25,745
11,75,30,737
11,75,35,727
11,75,40,715
11,75,45,702
11,75,50,688
11,75,55,672
11,75,60,656
11,75,65,639
11,75,70,621
11,75,75,601
11,75,80,582
11,75,85,562
11,75,90,542
11,75,95,521
11,75,100,500
11,75,105,480
11,75,110,459
11,75,115,439
11,75,120,419
11,75,125,400
11,75,130,382
11,75,135,365
11,75,140,348
11,75,145,333
11,75,150,319
11,75,155,306
11,75,160,295
11,75,165,286
11,75,170,279
11,75,175,275
11,76,0,757
11,76,5,757
11,76,10,754
11,76,15,751
11,76,20,745
11,76,25,739
11,76,30,730
11,76,35,720
11,76,40,709
11,76,45,696
11,76,50,681
11,76,55,666
11,76,60,649
11,76,65,632
11,76,70,613
11,76,75,595
11,76,80,576
11,76,85,556
11,76,90,535
11,76,95,515
11,76,100,494
11,76,105,474
11,76,110,453
11,76,115,434
11,76,120,414
11,76,125,395
11,76,130,377
11,76,135,360
11,76,140,343
11,76,145,328
11,76,150,314
11,76,155,301
11,76,160,290
11,76,165,281
11,76,170,274
11,76,175,270
11,77,0,750
11,77,5,749
11,77,10,747
11,77,15,743
11,77,20,738
11,77,25,732
11,77,30,723
11,77,35,713
11,77,40,702
11,77,45,689
11,77,50,675
11,77,55,659
11,77,60,643
11,77,65,625
11,77,70,607
11,77,75,588
11,77,80,569
11,77,85,550
11,77,90,529
11,77,95,509
11,77,100,489
11,77,105,468
11,77,110,448
11,77,115,428
11,77,120,408
11,77,125,390
11,77,130,371
11,77,135,355
11,77,140,338
11,77,145,323
11,77,150,309
11,77,155,297
11,77,160,286
11,77,165,277
11,77,170,270
11,77,175,266
11,78,0,743
11,78,5,742
11,78,10,740
11,78,15,736
11,78,20,731
11,78,25,724
11,78,30,716
11,78,35,706
11,78,40,695
11,78,45,682
11,78,50,668
11,78,55,652
11,78,60,636
11,78,65,619
11,78,70,601
11,78,75,582
11,78,80,563
11,78,85,543
11,78,90,523
11,78,95,503
11,78,100,483
11,78,105,462
11,78,110,442
11,78,115,422
11,78,120,403
11,78,125,385
11,78,130,367
11,78,135,349
11,78,140,333
11,78,145,318
11,78,150,305
11,78,155,292
11,78,160,281
11,78,165,273
11,78,170,266
11,78,175,262
11,79,0,735
11,79,5,734
11,79,10,732
11,79,15,728
11,79,20,723
11,79,25,717
11,79,30,709
11,79,35,699
11,79,40,687
11,79,45,675
11,79,50,661
11,79,55,645
11,79,60,629
11,79,65,612
11,79,70,594
11,79,75,576
11,79,80,557
11,79,85,537
11,79,90,517
11,79,95,497
11,79,100,477
11,79,105,456
11,79,110,436
11,79,115,417
11,79,120,397
11,79,125,379
11,79,130,361
11,79,135,344
11,79,140,328
11,79,145,314
11,79,150,300
11,79,155,288
11,79,160,277
11,79,165,268
11,79,170,262
11,79,175,258
11,80,0,727
11,80,5,727
11,80,10,724
11,80,15,721
11,80,20,716
11,80,25,709
11,80,30,701
11,80,35,691
11,80,40,680
11,80,45,668
11,80,50,654
11,80,55,638
11,80,60,622
11,80,65,605
11,80,70,588
11,80,75,570
11,80,80,551
11,80,85,531
11,80,90,511
11,80,95,491
11,80,100,471
11,80,105,451
11,80,110,431
11,80,115,411
11,80,120,392
11,80,125,374
11,80,130,356
11,80,135,340
11,80,140,324
11,80,145,309
11,80,150,295
11,80,155,283
11,80,160,272
11,80,165,264
11,80,170,258
11,80,175,254
11,81,0,719
11,81,5,718
11,81,10,716
11,81,15,713
11,81,20,708
11,81,25,701
11,81,30,693
11,81,35,684
11,81,40,673
11,81,45,660
11,81,50,646
11,81,55,631
11,81,60,615
11,81,65,598
11,81,70,581
11,81,75,563
11,81,80,544
11,81,85,524
11,81,90,505
11,81,95,485
11,81,100,465
11,81,105,445
11,81,110,425
11,81,115,405
11,81,120,387
11,81,125,368
11,81,130,351
11,81,135,334
11,81,140,318
11,81,145,304
11,81,150,291
11,81,155,278
11,81,160,268
11,81,165,259
11,81,170,253
11,81,175,250
11,82,0,711
11,82,5,710
11,82,10,708
11,82,15,705
11,82,20,700
11,82,25,694
11,82,30,686
11,82,35,676
11,82,40,665
11,82,45,653
11,82,50,639
11,82,55,624
11,82,60,608
11,82,65,592
11,82,70,574
11,82,75,555
11,82,80,536
11,82,85,518
11,82,90,498
11,82,95,478
11,82,100,459
11,82,105,439
11,82,110,419
11,82,115,400
11,82,120,381
11,82,125,363
11,82,130,346
11,82,135,329
11,82,140,314
11,82,145,299
11,82,150,286
11,82,155,274
11,82,160,264
11,82,165,255
11,82,170,249
11,82,175,245
11,83,0,703
11,83,5,702
11,83,10,700
11,83,15,697
11,83,20,692
11,83,25,686
11,83,30,677
11,83,35,668
11,83,40,657
11,83,45,645
11,83,50,631
11,83,55,617
11,83,60,601
11,83,65,585
11,83,70,567
11,83,75,549
11,83,80,530
11,83,85,511
11,83,90,492
11,83,95,472
11,83,100,452
11,83,105,433
11,83,110,413
11,83,115,394
11,83,120,376
11,83,125,358
11,83,130,340
11,83,135,324
11,83,140,309
11,83,145,295
11,83,150,281
11,83,155,269
11,83,160,259
11,83,165,251
11,83,170,245
11,83,175,241
11,84,0,694
11,84,5,694
11,84,10,692
11,84,15,688
11,84,20,684
11,84,25,677
11,84,30,670
11,84,35,660
11,84,40,649
11,84,45,637
11,84,50,624
11,84,55,609
11,84,60,594
11,84,65,577
11,84,70,560
11,84,75,542
11,84,80,524
11,84,85,505
11,84,90,485
11,84,95,466
11,84,100,446
11,84,105,427
11,84,110,407
11,84,115,389
11,84,120,370
11,84,125,352
11,84,130,335
11,84,135,319
11,84,140,304
11,84,145,290
11,84,150,277
11,84,155,265
11,84,160,255
11,84,165,247
11,84,170,241
11,84,175,237
11,85,0,686
11,85,5,685
11,85,10,683
11,85,15,680
11,85,20,675
11,85,25,669
11,85,30,661
11,85,35,652
11,85,40,642
11,85,45,630
11,85,50,617
11,85,55,602
11,85,60,586
11,85,65,570
11,85,70,553
11,85,75,535
11,85,80,517
11,85,85,498
11,85,90,479
11,85,95,459
11,85,100,440
11,85,105,421
11,85,110,402
11,85,115,383
11,85,120,364
11,85,125,347
11,85,130,330
11,85,135,314
11,85,140,299
11,85,145,285
11,85,150,272
11,85,155,261
11,85,160,251
11,85,165,243
11,85,170,237
11,85,175,233
11,86,0,677
11,86,5,676
11,86,10,674
11,86,15,671
11,86,20,667
11,86,25,661
11,86,30,653
11,86,35,644
11,86,40,634
11,86,45,622
11,86,50,608
11,86,55,594
11,86,60,579
11,86,65,563
11,86,70,546
11,86,75,528
11,86,80,510
11,86,85,492
11,86,90,473
11,86,95,453
11,86,100,434
11,86,105,415
11,86,110,396
11,86,115,377
11,86,120,359
11,86,125,342
11,86,130,325
11,86,135,309
11,86,140,294
11,86,145,280
11,86,150,268
11,86,155,256
11,86,160,247
11,86,165,239
11,86,170,233
11,86,175,229
11,87,0,668
11,87,5,667
11,87,10,665
11,87,15,662
11,87,20,658
11,87,25,652
11,87,30,645
11,87,35,636
11,87,40,625
11,87,45,613
11,87,50,601
11,87,55,586
11,87,60,571
11,87,65,555
11,87,70,539
11,87,75,521
11,87,80,503
11,87,85,485
11,87,90,466
11,87,95,447
11,87,100,428
11,87,105,409
11,87,110,390
11,87,115,371
11,87,120,354
11,87,125,336
11,87,130,320
11,87,135,304
11,87,140,289
11,87,145,276
11,87,150,263
11,87,155,252
11,87,160,242
11,87,165,235
11,87,170,229
11,87,175,225
11,88,0,659
11,88,5,659
11,88,10,656
11,88,15,653
11,88,20,649
11,88,25,643
11,88,30,636
11,88,35,627
11,88,40,617
11,88,45,605
11,88,50,592
11,88,55,578
11,88,60,563
11,88,65,548
11,88,70,531
11,88,75,514
11,88,80,496
11,88,85,477
11,88,90,459
11,88,95,441
11,88,100,422
11,88,105,403
11,88,110,384
11,88,115,366
11,88,120,348
11,88,125,331
11,88,130,315
11,88,135,299
11,88,140,285
11,88,145,271
11,88,150,258
11,88,155,248
11,88,160,238
11,88,165,231
11,88,170,225
11,88,175,221
11,89,0,650
11,89,5,649
11,89,10,648
11,89,15,645
11,89,20,640
11,89,25,634
11,89,30,627
11,89,35,619
11,89,40,609
11,89,45,597
11,89,50,584
11,89,55,571
11,89,60,556
11,89,65,540
11,89,70,524
11,89,75,507
11,89,80,489
11,89,85,471
11,89,90,452
11,89,95,434
11,89,100,415
11,89,105,397
11,89,110,378
11,89,115,360
11,89,120,342
11,89,125,326
11,89,130,309
11,89,135,294
11,89,140,280
11,89,145,267
11,89,150,254
11,89,155,244
11,89,160,234
11,89,165,227
11,89,170,221
11,89,175,217
11,90,0,641
11,90,5,640
11,90,10,638
11,90,15,635
11,90,20,631
11,90,25,626
11,90,30,619
11,90,35,610
11,90,40,600
11,90,45,589
11,90,50,576
11,90,55,563
11,90,60,548
11,90,65,533
11,90,70,516
11,90,75,499
11,90,80,482
11,90,85,464
11,90,90,446
11,90,95,427
11,90,100,409
11,90,105,391
11,90,110,372
11,90,115,354
11,90,120,337
11,90,125,320
11,90,130,304
11,90,135,289
11,90,140,275
11,90,145,262
11,90,150,250
11,90,155,239
11,90,160,230
11,90,165,223
11,90,170,217
11,90,175,214
12,0,0,805
12,0,5,805
12,0,10,805
12,0,15,805
12,0,20,805
12,0,25,805
12,0,30,805
12,0,35,805
12,0,40,805
12,0,45,805
12,0,50,805
12,0,55,805
12,0,60,805
12,0,65,805
12,0,70,805
12,0,75,805
12,0,80,805
12,0,85,805
12,0,90,805
12,0,95,805
12,0,100,805
12,0,105,805
12,0,110,805
12,0,115,805
12,0,120,805
12,0,125,805
12,0,130,805
12,0,135,805
12,0,140,805
12,0,145,805
12,0,150,805
12,0,155,805
12,0,160,805
12,0,165,805
12,0,170,805
12,0,175,805
12,1,0,812
12,1,5,812
12,1,10,811
12,1,15,811
12,1,20,811
12,1,25,811
12,1,30,811
12,1,35,810
12,1,40,810
12,1,45,809
12,1,50,809
12,1,55,808
12,1,60,808
12,1,65,807
12,1,70,807
12,1,75,806
12,1,80,805
12,1,85,805
12,1,90,804
12,1,95,803
12,1,100,803
12,1,105,802
12,1,110,801
12,1,115,801
12,1,120,800
12,1,125,800
12,1,130,799
12,1,135,799
12,1,140,798
12,1,145,798
12,1,150,797
12,1,155,797
12,1,160,797
12,1,165,797
12,1,170,797
12,1,175,796
12,2,0,819
12,2,5,819
12,2,10,819
12,2,15,818
12,2,20,818
12,2,25,817
12,2,30,817
12,2,35,816
12,2,40,815
12,2,45,815
12,2,50,814
12,2,55,812
12,2,60,811
12,2,65,810
12,2,70,809
12,2,75,808
12,2,80,806
12,2,85,805
12,2,90,804
12,2,95,803
12,2,100,801
12,2,105,800
12,2,110,799
12,2,115,797
12,2,120,796
12,2,125,795
12,2,130,794
12,2,135,793
12,2,140,792
12,2,145,791
12,2,150,791
12,2,155,790
12,2,160,790
12,2,165,789
12,2,170,789
12,2,175,789
12,3,0,826
12,3,5,826
12,3,10,826
12,3,15,825
12,3,20,825
12,3,25,824
12,3,30,823
12,3,35,822
12,3,40,821
12,3,45,820
12,3,50,818
12,3,55,817
12,3,60,815
12,3,65,813
12,3,70,811
12,3,75,809
12,3,80,808
12,3,85,806
12,3,90,804
12,3,95,802
12,3,100,800
12,3,105,798
12,3,110,796
12,3,115,794
12,3,120,792
12,3,125,791
12,3,130,789
12,3,135,787
12,3,140,786
12,3,145,785
12,3,150,784
12,3,155,783
12,3,160,782
12,3,165,782
12,3,170,781
12,3,175,781
12,4,0,833
12,4,5,833
12,4,10,833
12,4,15,832
12,4,20,831
12,4,25,830
12,4,30,829
12,4,35,828
12,4,40,826
12,4,45,824
12,4,50,823
12,4,55,821
12,4,60,818
12,4,65,816
12,4,70,814
12,4,75,811
12,4,80,809
12,4,85,806
12,4,90,803
12,4,95,801
12,4,100,798
12,4,105,796
12,4,110,793
12,4,115,791
12,4,120,788
12,4,125,786
12,4,130,784
12,4,135,782
12,4,140,780
12,4,145,778
12,4,150,777
12,4,155,776
12,4,160,775
12,4,165,774
12,4,170,773
12,4,175,773
12,5,0,840
12,5,5,840
12,5,10,839
12,5,15,839
12,5,20,838
12,5,25,837
12,5,30,835
12,5,35,833
12,5,40,831
12,5,45,829
12,5,50,827
12,5,55,824
12,5,60,822
12,5,65,819
12,5,70,816
12,5,75,813
12,5,80,810
12,5,85,806
12,5,90,803
12,5,95,800
12,5,100,796
12,5,105,793
12,5,110,790
12,5,115,787
12,5,120,784
12,5,125,781
12,5,130,779
12,5,135,776
12,5,140,774
12,5,145,772
12,5,150,770
12,5,155,768
12,5,160,767
12,5,165,766
12,5,170,765
12,5,175,765
12,6,0,847
12,6,5,847
12,6,10,846
12,6,15,845
12,6,20,844
12,6,25,843
12,6,30,841
12,6,35,839
12,6,40,837
12,6,45,834
12,6,50,831
12,6,55,828
12,6,60,825
12,6,65,821
12,6,70,818
12,6,75,814
12,6,80,810
12,6,85,807
12,6,90,803
12,6,95,799
12,6,100,795
12,6,105,791
12,6,110,787
12,6,115,783
12,6,120,780
12,6,125,776
12,6,130,773
12,6,135,770
12,6,140,767
12,6,145,765
12,6,150,763
12,6,155,761
12,6,160,759
12,6,165,758
12,6,170,757
12,6,175,757
12,7,0,853
12,7,5,853
12,7,10,853
12,7,15,852
12,7,20,850
12,7,25,849
12,7,30,847
12,7,35,844
12,7,40,842
12,7,45,839
12,7,50,835
12,7,55,832
12,7,60,828
12,7,65,824
12,7,70,820
12,7,75,816
12,7,80,811
12,7,85,807
12,7,90,802
12,7,95,798
12,7,100,793
12,7,105,788
12,7,110,784
12,7,115,780
12,7,120,776
12,7,125,772
12,7,130,768
12,7,135,764
12,7,140,761
12,7,145,758
12,7,150,756
12,7,155,753
12,7,160,752
12,7,165,750
12,7,170,749
12,7,175,749
12,8,0,860
12,8,5,860
12,8,10,859
12,8,15,858
12,8,20,856
12,8,25,854
12,8,30,852
12,8,35,849
12,8,40,846
12,8,45,843
12,8,50,839
12,8,55,835
12,8,60,831
12,8,65,827
12,8,70,822
12,8,75,817
12,8,80,812
12,8,85,807
12,8,90,802
12,8,95,796
12,8,100,791
12,8,105,786
12,8,110,781
12,8,115,776
12,8,120,771
12,8,125,767
12,8,130,762
12,8,135,758
12,8,140,755
12,8,145,751
12,8,150,748
12,8,155,746
12,8,160,744
12,8,165,742
12,8,170,741
12,8,175,740
12,9,0,866
12,9,5,866
12,9,10,865
12,9,15,864
12,9,20,862
12,9,25,860
12,9,30,857
12,9,35,854
12,9,40,851
12,9,45,847
12,9,50,843
12,9,55,839
12,9,60,834
12,9,65,829
12,9,70,824
12,9,75,818
12,9,80,813
12,9,85,807
12,9,90,801
12,9,95,795
12,9,100,789
12,9,105,783
12,9,110,778
12,9,115,772
12,9,120,767
12,9,125,762
12,9,130,757
12,9,135,752
12,9,140,748
12,9,145,744
12,9,150,741
12,9,155,738
12,9,160,736
12,9,165,734
12,9,170,733
12,9,175,732
12,10,0,872
12,10,5,872
12,10,10,871
12,10,15,870
12,10,20,868
12,10,25,865
12,10,30,863
12,10,35,859
12,10,40,856
12,10,45,851
12,10,50,847
12,10,55,842
12,10,60,837
12,10,65,831
12,10,70,825
12,10,75,819
12,10,80,813
12,10,85,807
12,10,90,800
12,10,95,794
12,10,100,787
12,10,105,781
12,10,110,775
12,10,115,768
12,10,120,762
12,10,125,757
12,10,130,751
12,10,135,746
12,10,140,742
12,10,145,738
12,10,150,734
12,10,155,731
12,10,160,728
12,10,165,726
12,10,170,725
12,10,175,724
12,11,0,878
12,11,5,878
12,11,10,877
12,11,15,875
12,11,20,873
12,11,25,871
12,11,30,868
12,11,35,864
12,11,40,860
12,11,45,855
12,11,50,850
12,11,55,845
12,11,60,839
12,11,65,833
12,11,70,827
12,11,75,820
12,11,80,814
12,11,85,807
12,11,90,799
12,11,95,792
12,11,100,785
12,11,105,778
12,11,110,771
12,11,115,765
12,11,120,758
12,11,125,752
12,11,130,746
12,11,135,740
12,11,140,735
12,11,145,731
12,11,150,727
12,11,155,723
12,11,160,720
12,11,165,718
12,11,170,716
12,11,175,715
12,12,0,884
12,12,5,883
12,12,10,882
12,12,15,881
12,12,20,879
12,12,25,876
12,12,30,873
12,12,35,869
12,12,40,864
12,12,45,859
12,12,50,854
12,12,55,848
12,12,60,842
12,12,65,835
12,12,70,829
12,12,75,821
12,12,80,814
12,12,85,806
12,12,90,799
12,12,95,791
12,12,100,783
12,12,105,776
12,12,110,768
12,12,115,761
12,12,120,754
12,12,125,747
12,12,130,740
12,12,135,734
12,12,140,729
12,12,145,724
12,12,150,719
12,12,155,716
12,12,160,712
12,12,165,710
12,12,170,708
12,12,175,707
12,13,0,889
12,13,5,889
12,13,10,888
12,13,15,886
12,13,20,884
12,13,25,881
12,13,30,877
12,13,35,873
12,13,40,868
12,13,45,863
12,13,50,857
12,13,55,851
12,13,60,844
12,13,65,837
12,13,70,830
12,13,75,822
12,13,80,814
12,13,85,806
12,13,90,798
12,13,95,790
12,13,100,781
12,13,105,773
12,13,110,765
12,13,115,757
12,13,120,749
12,13,125,742
12,13,130,735
12,13,135,728
12,13,140,722
12,13,145,717
12,13,150,712
12,13,155,708
12,13,160,705
12,13,165,702
12,13,170,700
12,13,175,699
12,14,0,894
12,14,5,894
12,14,10,893
12,14,15,891
12,14,20,889
12,14,25,886
12,14,30,882
12,14,35,877
12,14,40,872
12,14,45,867
12,14,50,860
12,14,55,854
12,14,60,847
12,14,65,839
12,14,70,831
12,14,75,823
12,14,80,815
12,14,85,806
12,14,90,797
12,14,95,788
12,14,100,779
12,14,105,770
12,14,110,761
12,14,115,753
12,14,120,745
12,14,125,737
12,14,130,729
12,14,135,722
12,14,140,716
12,14,145,710
12,14,150,705
12,14,155,701
12,14,160,697
12,14,165,694
12,14,170,692
12,14,175,691
12,15,0,900
12,15,5,899
12,15,10,898
12,15,15,896
12,15,20,894
12,15,25,890
12,15,30,886
12,15,35,881
12,15,40,876
12,15,45,870
12,15,50,864
12,15,55,857
12,15,60,849
12,15,65,841
12,15,70,833
12,15,75,824
12,15,80,815
12,15,85,806
12,15,90,796
12,15,95,787
12,15,100,777
12,15,105,768
12,15,110,758
12,15,115,749
12,15,120,740
12,15,125,732
12,15,130,724
12,15,135,716
12,15,140,709
12,15,145,703
12,15,150,698
12,15,155,693
12,15,160,689
12,15,165,687
12,15,170,685
12,15,175,683
12,16,0,905
12,16,5,904
12,16,10,903
12,16,15,901
12,16,20,898
12,16,25,895
12,16,30,890
12,16,35,885
12,16,40,880
12,16,45,873
12,16,50,867
12,16,55,859
12,16,60,851
12,16,65,843
12,16,70,834
12,16,75,824
12,16,80,815
12,16,85,805
12,16,90,795
12,16,95,785
12,16,100,775
12,16,105,765
